"orderIndex","disclosure-requirement nr.","disclosure-requirement name","datapoint nr.","sub-number","description","parent description","datapoint title","sub-title","entered data","unit","explanation","reportability","obligation","dataAvailability","status","reviewResult","explanationReview","hasDocuments","editor","reviewer"
36,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","21","21 d","den prozentualen Anteil nach Geschlecht und anderen Aspekten der Vielfalt, die das Unternehmen berücksichtigt.","Das Unternehmen gibt folgende Informationen über die Zusammensetzung und Diversität der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane des Unternehmens an:","Zusammensetzung der Verwaltungs-, Leitungs- und Aufsichtsorgane","Geben Sie die prozentuale Verteilung nach Geschlecht und anderen Diversitätsaspekten an.","#1
Geschlecht oder anderer Diversitätsaspekt: Geschäftsführende Mitglieder: Männer  
--------------------
Prozentualer Anteil: 75 %
====================
#2
Geschlecht oder anderer Diversitätsaspekt: Geschäftsführende Mitglieder: Frauen  
--------------------
Prozentualer Anteil: 25 %
====================
#3
Geschlecht oder anderer Diversitätsaspekt: Nicht geschäftsführende Mitglieder: Frauen 
--------------------
Prozentualer Anteil: 38.5 %
====================
#4
Geschlecht oder anderer Diversitätsaspekt: Nicht geschäftsführende Mitglieder: Männer 
--------------------
Prozentualer Anteil: 61.5 %","","Die Anzahl der nicht geschäftsführenden Mitglieder und nicht geschäftsführenden Mitglieder nach Organisationen: 
- Fröbel e.V.: 1 / 1
- Fröbel Bildung und Erziehung gGmbH: 1 / 11
- Fröbek Kinder in Bewegung gGmbH : 1 / 3
- Fröbel Akademie gGmbH: 2 / 4
- Fröbel Aufsichtsrat: 0 / 7

Stefan Spieker nimmt als Vorstandsvorsitzender des Fröbel e.V., Geschäftsführer der Fröbel Bildung und Erziehung und Geschäftsführer Kinder in Bewegung gGmbH und Fröbel Akademie gGmbH eine Mehrfachfunktion ein. Bei den Organisationen werden Rollen, nicht Personen gezählt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen mit dem Hinweis, dass die ""Fröbel-Gruppe"" darüber hinaus über einen 7-köpfigen Aufsichtsrat und einen 11-köpfigen Beirat verfügt. Jenseits des Betriebsrats, der die Anliegen der tarifgebundenen Arbeitnehmer:innen vertritt, hat Fröbel einen Sprecherrat, der die Interessen der leitenden Angestellten vertritt.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
37,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","21","21 d","Die Geschlechtervielfalt des Gremiums wird als durchschnittliches Verhältnis von weiblichen zu männlichen Mitgliedern berechnet.","Das Unternehmen gibt folgende Informationen über die Zusammensetzung und Diversität der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane des Unternehmens an:","Zusammensetzung der Verwaltungs-, Leitungs- und Aufsichtsorgane","Geben Sie den durchschnittlichen Prozentsatz der Geschlechterverhältnisse des Gremiums an.","Weiblich: 35.5 %
--------------------
Männlich: 65.5 %","","Die Anzahl der nicht geschäftsführenden Mitglieder und nicht geschäftsführenden Mitglieder nach Organisationen: 
- Fröbel e.V.: 1 / 1
- Fröbel Bildung und Erziehung gGmbH: 1 / 11
- Fröbek Kinder in Bewegung gGmbH : 1 / 3
- Fröbel Akademie gGmbH: 2 / 4
- Fröbel Aufsichtsrat: 0 / 7

Stefan Spieker nimmt als Vorstandsvorsitzender des Fröbel e.V., Geschäftsführer der Fröbel Bildung und Erziehung und Geschäftsführer Kinder in Bewegung gGmbH und Fröbel Akademie gGmbH eine Mehrfachfunktion ein. Bei den Organisationen werden Rollen, nicht Personen gezählt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen mit dem Hinweis, dass die ""Fröbel-Gruppe"" darüber hinaus über einen 7-köpfigen Aufsichtsrat und einen 11-köpfigen Beirat verfügt. Jenseits des Betriebsrats, der die Anliegen der tarifgebundenen Arbeitnehmer:innen vertritt, hat Fröbel einen Sprecherrat, der die Interessen der leitenden Angestellten vertritt.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
38,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","21","21 e","der Prozentsatz der unabhängigen Gremienmitglieder. Bei Unternehmen mit einem monistischen System entspricht dies dem Prozentsatz der unabhängigen nicht geschäftsführenden Vorstandsmitglieder. Bei Unternehmen mit einem dualistischen System entspricht dies dem Prozentsatz der unabhängigen Mitglieder des Aufsichtsorgans.","Das Unternehmen gibt folgende Informationen über die Zusammensetzung und Diversität der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane des Unternehmens an:","Zusammensetzung der Verwaltungs-, Leitungs- und Aufsichtsorgane","Wie hoch ist der Anteil der unabhängigen Gremienmitglieder?",83.9,"","Die Anzahl der nicht geschäftsführenden Mitglieder und nicht geschäftsführenden Mitglieder nach Organisationen: 
- Fröbel e.V.: 1 / 1
- Fröbel Bildung und Erziehung gGmbH: 1 / 11
- Fröbek Kinder in Bewegung gGmbH : 1 / 3
- Fröbel Akademie gGmbH: 2 / 4
- Fröbel Aufsichtsrat: 0 / 7

Stefan Spieker nimmt als Vorstandsvorsitzender des Fröbel e.V., Geschäftsführer der Fröbel Bildung und Erziehung und Geschäftsführer Kinder in Bewegung gGmbH und Fröbel Akademie gGmbH eine Mehrfachfunktion ein. Bei den Organisationen werden Rollen, nicht Personen gezählt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Bearbeitung wird angenommen mit dem Hinweis, dass die ""Fröbel-Gruppe"" darüber hinaus über einen 7-köpfigen Aufsichtsrat und einen 11-köpfigen Beirat verfügt. Jenseits des Betriebsrats, der die Anliegen der tarifgebundenen Arbeitnehmer:innen vertritt, hat Fröbel einen Sprecherrat, der die Interessen der leitenden Angestellten vertritt.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
39,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","22","22 a","Die Namen der Verwaltungs-, Leitungs- und Aufsichtsorgane (z. B. eines Ausschusses des Leitungsorgans oder eines ähnlichen Gremiums) oder der Personen innerhalb eines Gremiums, die für die Überwachung der Auswirkungen, Risiken und Chancen zuständig sind,","Das Unternehmen gibt folgende Informationen über die Aufgaben und Zuständigkeiten der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane an:","Zuständigkeiten der Verwaltungs-, Leitungs- und Aufsichtsorgane","Wie heißen die Unternehmensorgane und zuständigen Personen zur Überwachung der Auswirkungen, Risiken und Chancen des Unternehmens?","Die Überwachung der Auswirkungen, Risiken und Chancen der Fröbel Bildung und Erziehung gGmbH erfolgt durch die Geschäftsführung als Leitungsorgan. Die Verwaltungs- und Aufsichtsfunktion gegenüber der Fröbel Bildung und Erziehung gGmbH wird durch den Aufsichtsrat des Fröbel e. V. wahrgenommen, der die Geschäftsführung überwacht und die strategische Steuerung begleitet.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Die ""Unternehmensleitung"" der Fröbel Bildung und Erziehung gGmbH setzt sich formal aus der Geschäftsführung und den 11 Bereichsleitungen (Prokurist:innen) zusammen. Strategische Ziele und deren Überwachung werden im Rahmen der jährlichen Wirtschaftsplanung und einer dauerhaften Kontrolle bspw. über SIV-Berichte oder auch Auslastungs- und Qualitätsstatistiken festgelegt und kontrolliert. Zudem erfolgt ein führunsrollenübergreifendes monatliches (inhaltliches und quantitatives) Berichtswesen.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
40,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","22","22 b","Wie die Zuständigkeiten der einzelnen Organe oder Personen in Bezug auf Auswirkungen, Risiken und Chancen in den Mandaten des Unternehmens, des Leitungsorgans und in anderen damit zusammenhängenden Strategien zum Ausdruck kommen.","Das Unternehmen gibt folgende Informationen über die Aufgaben und Zuständigkeiten der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane an:","Zuständigkeiten der Verwaltungs-, Leitungs- und Aufsichtsorgane","Wie zeigen sich die Zuständigkeiten von Personen oder Unternehmensorganen im Zusammenhang mit Auswirkungen, Risiken und Chancen?","Die Zuständigkeiten für die Steuerung und Überwachung der Auswirkungen, Risiken und Chancen der Fröbel Bildung und Erziehung gGmbH ergeben sich aus den allgemeinen Leitungs- und Überwachungsaufgaben der Unternehmensorgane sowie aus der strategischen Verankerung des Themas Nachhaltigkeit.

Die Geschäftsführung der Fröbel Bildung und Erziehung gGmbH berücksichtigt wesentliche Auswirkungen, Risiken und Chancen im Rahmen der Unternehmenssteuerung und der Umsetzung der Nachhaltigkeitsstrategie. Hierzu erfolgt eine regelmäßige Berichterstattung zu relevanten nachhaltigkeitsbezogenen Themen.

Der Aufsichtsrat des Fröbel e. V. nimmt im Rahmen seiner Aufsichtsfunktion gegenüber der Fröbel Bildung und Erziehung gGmbH die Überwachung dieser Themen wahr und wird im Rahmen der Berichterstattung in die Bewertung wesentlicher Auswirkungen, Risiken und Chancen einbezogen.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Die ""Unternehmensleitung"" der Fröbel Bildung und Erziehung gGmbH setzt sich formal aus der Geschäftsführung und den 11 Bereichsleitungen (Prokurist:innen) zusammen. Strategische Ziele und deren Überwachung werden im Rahmen der jährlichen Wirtschaftsplanung und einer dauerhaften Kontrolle bspw. über SIV-Berichte oder auch Auslastungs- und Qualitätsstatistiken festgelegt und kontrolliert. Zudem erfolgt ein führunsrollenübergreifendes monatliches (inhaltliches und quantitatives) Berichtswesen.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
41,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","22","22 c","Eine Beschreibung der Rolle der Unternehmensleitung bei den Verfahren, Kontrollen und Vorgänge im Bereich der Governance zur Überwachung, Verwaltung und Beaufsichtigung von Auswirkungen, Risiken und Chancen,","Das Unternehmen gibt folgende Informationen über die Aufgaben und Zuständigkeiten der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane an:","Zuständigkeiten der Verwaltungs-, Leitungs- und Aufsichtsorgane","Welche Rolle hat die Unternehmensleitung bei den Prozessen, Kontrollen und Vorgehensweisen der Überwachung von Auswirkungen, Risiken und Chancen?","Die Überwachung der Auswirkungen, Risiken und Chancen der Fröbel Bildung und Erziehung gGmbH stützt sich auf die fachlichen Kompetenzen der Geschäftsführung sowie des Aufsichtsrats des Fröbel e. V.

Die Geschäftsführung verfügt über unternehmensbezogene Kenntnisse zu strategischen, operativen und nachhaltigkeitsbezogenen Fragestellungen und bezieht Aspekte zu Auswirkungen, Risiken und Chancen in ihre Entscheidungsfindung ein.

Der Aufsichtsrat bringt im Rahmen seiner Überwachungsfunktion fachliche Erfahrung aus unterschiedlichen beruflichen Hintergründen ein. Nachhaltigkeitsbezogene Themen sowie wesentliche Auswirkungen, Risiken und Chancen werden bei Bedarf in Sitzungen behandelt. Eine regelmäßige oder formal festgelegte Befassung erfolgt derzeit nicht.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Die ""Unternehmensleitung"" der Fröbel Bildung und Erziehung gGmbH setzt sich formal aus der Geschäftsführung und den 11 Bereichsleitungen (Prokurist:innen) zusammen. Strategische Ziele und deren Überwachung werden im Rahmen der jährlichen Wirtschaftsplanung und einer dauerhaften Kontrolle bspw. über SIV-Berichte oder auch Auslastungs- und Qualitätsstatistiken festgelegt und kontrolliert. Zudem erfolgt ein führunsrollenübergreifendes monatliches (inhaltliches und quantitatives) Berichtswesen.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
42,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","22","22 c i","einschließlich Angaben dazu, ob diese Rolle auf eine bestimmte Position oder einen bestimmten Ausschuss der Führungsebene übertragen wird und wie die Aufsicht über diese Position oder diesen Ausschuss ausgeübt wird,","Das Unternehmen gibt folgende Informationen über die Aufgaben und Zuständigkeiten der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane an:","Zuständigkeiten der Verwaltungs-, Leitungs- und Aufsichtsorgane","Geben Sie an welche spezifische Position oder Ausschuss diese Rolle übernimmt und wie die Aufsicht dieser Position oder Ausschuss aussieht.","Bei der Fröbel Bildung und Erziehung gGmbH ist die fachliche Unterstützung zu Auswirkungen, Risiken und Chancen auf operativer Ebene bestimmten Funktionen zugeordnet. Die Geschäftsführung wird hierbei insbesondere durch den Referenten für Nachhaltigkeit sowie unterstützend durch die Referentin für Bildung für nachhaltige Entwicklung (BNE).

Diese Funktionen bereiten relevante Informationen und fachliche Einschätzungen zu nachhaltigkeitsbezogenen Themen vor und stellen diese der Geschäftsführung zur Verfügung. Die Aufsicht über die Wahrnehmung dieser Aufgaben sowie über die Berücksichtigung der Themen Auswirkungen, Risiken und Chancen erfolgt durch die Geschäftsführung selbst sowie durch den Aufsichtsrat des Fröbel e. V. im Rahmen seiner Aufsichtsfunktion gegenüber der Fröbel Bildung und Erziehung gGmbH.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Die ""Unternehmensleitung"" der Fröbel Bildung und Erziehung gGmbH setzt sich formal aus der Geschäftsführung und den 11 Bereichsleitungen (Prokurist:innen) zusammen. Strategische Ziele und deren Überwachung werden im Rahmen der jährlichen Wirtschaftsplanung und einer dauerhaften Kontrolle bspw. über SIV-Berichte oder auch Auslastungs- und Qualitätsstatistiken festgelegt und kontrolliert. Zudem erfolgt ein führunsrollenübergreifendes monatliches (inhaltliches und quantitatives) Berichtswesen.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
43,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","22","22 c ii","Informationen zu den Berichtspflichten gegenüber den Mitgliedern der Verwaltungs-, Leitungs- und Aufsichtsorgane,","Das Unternehmen gibt folgende Informationen über die Aufgaben und Zuständigkeiten der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane an:","Zuständigkeiten der Verwaltungs-, Leitungs- und Aufsichtsorgane","Wie werden die Informationen bezüglich der Berichtspflichten an Verwaltungs-, Leistungs- und Aufsichtsorgane übermittelt?","Die Berichterstattung zu wesentlichen Auswirkungen, Risiken und Chancen der Fröbel Bildung und Erziehung gGmbH erfolgt über schriftliche interne Berichtsformate.

Die Geschäftsführung wird im Rahmen der laufenden Unternehmenssteuerung sowie anlassbezogen schriftlich über relevante nachhaltigkeitsbezogene Themen informiert. Die Aufbereitung der Informationen erfolgt unter Einbindung der zuständigen Fachfunktionen, insbesondere des Referenten für Nachhaltigkeit sowie der Referentin für Bildung für nachhaltige Entwicklung (BNE).

Der Aufsichtsrat des Fröbel e. V. wird im Rahmen seiner Aufsichtsfunktion gegenüber der Fröbel Bildung und Erziehung gGmbH schriftlich über wesentliche Auswirkungen, Risiken und Chancen informiert, insbesondere im Zusammenhang mit strategischen Fragestellungen und relevanten Entscheidungsbedarfen.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Die ""Unternehmensleitung"" der Fröbel Bildung und Erziehung gGmbH setzt sich formal aus der Geschäftsführung und den 11 Bereichsleitungen (Prokurist:innen) zusammen. Strategische Ziele und deren Überwachung werden im Rahmen der jährlichen Wirtschaftsplanung und einer dauerhaften Kontrolle bspw. über SIV-Berichte oder auch Auslastungs- und Qualitätsstatistiken festgelegt und kontrolliert. Zudem erfolgt ein führunsrollenübergreifendes monatliches (inhaltliches und quantitatives) Berichtswesen.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
44,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","22","22 c iii","Angaben dazu, ob spezielle Kontrollen und Verfahren für das Management der Auswirkungen, Risiken und Chancen angewandt werden und, wenn ja, wie sie in andere interne Funktionen integriert werden.","Das Unternehmen gibt folgende Informationen über die Aufgaben und Zuständigkeiten der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane an:","Zuständigkeiten der Verwaltungs-, Leitungs- und Aufsichtsorgane","Gibt es Vorgaben des Vorgehens zur Kontrolle des Managements bezüglich Auswirkungen, Risiken und Chancen und wie werden diese in interne Funktionen integriert?","Bei der Fröbel bestehen derzeit keine gesonderten, formalisierten Kontrollsysteme oder speziellen Verfahren ausschließlich für das Management von Auswirkungen, Risiken und Chancen.

Die Steuerung und Kontrolle dieser Themen erfolgt im Rahmen bestehender interner Steuerungs- und Berichtsprozesse sowie durch die Umsetzung der Nachhaltigkeitsstrategie. Die Identifikation, Bewertung und Aufbereitung relevanter Aspekte erfolgt unter Einbindung der zuständigen Fachfunktionen, insbesondere des Referenten für Nachhaltigkeit sowie der Referentin für Bildung für nachhaltige Entwicklung (BNE).

Die gewonnenen Erkenntnisse werden in die Entscheidungsprozesse der Geschäftsführung integriert und fließen in die schriftliche Berichterstattung an den Aufsichtsrat des Fröbel e. V. ein. Damit sind Aspekte zu Auswirkungen, Risiken und Chancen in die bestehenden internen Funktionen und Steuerungsprozesse eingebettet.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Die ""Unternehmensleitung"" der Fröbel Bildung und Erziehung gGmbH setzt sich formal aus der Geschäftsführung und den 11 Bereichsleitungen (Prokurist:innen) zusammen. Strategische Ziele und deren Überwachung werden im Rahmen der jährlichen Wirtschaftsplanung und einer dauerhaften Kontrolle bspw. über SIV-Berichte oder auch Auslastungs- und Qualitätsstatistiken festgelegt und kontrolliert. Zudem erfolgt ein führunsrollenübergreifendes monatliches (inhaltliches und quantitatives) Berichtswesen.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
45,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","22","22 d","Angaben dazu, wie die Verwaltungs-, Leitungs- und Aufsichtsorgane sowie die Geschäftsleitung die Festlegung von Zielen in Bezug auf wesentliche Auswirkungen, Risiken und Chancen und die Fortschritte bei der Erreichung dieser Ziele überwachen.","Das Unternehmen gibt folgende Informationen über die Aufgaben und Zuständigkeiten der Mitglieder der Verwaltungs-, Leitungs- und Aufsichtsorgane an:","Zuständigkeiten der Verwaltungs-, Leitungs- und Aufsichtsorgane","Wie wird die Erreichung von festgelegten Zielen im Zusammenhang mit wesentlichen Auswirkungen, Risiken und Chancen und der Fortschritt überwacht?","Die Festlegung von Zielen im Zusammenhang mit wesentlichen Auswirkungen, Risiken und Chancen bei Fröbel erfolgen im Rahmen der strategischen Unternehmenssteuerung, insbesondere auf Grundlage der Nachhaltigkeitsstrategie.

Die Geschäftsführung überwacht die Fortschritte bei der Erreichung dieser Ziele im Rahmen der laufenden Unternehmenssteuerung sowie auf Basis der schriftlichen Berichterstattung zu relevanten nachhaltigkeitsbezogenen Themen. Die inhaltliche Aufbereitung der Zielerreichung und des Fortschritts erfolgt unter Einbindung der zuständigen Fachfunktionen, insbesondere des Referenten für Nachhaltigkeit.

Der Aufsichtsrat des Fröbel e. V. wird im Rahmen seiner Aufsichtsfunktion gegenüber der Fröbel Bildung und Erziehung gGmbH anlassbezogen über die Zielsetzung sowie über wesentliche Fortschritte oder Abweichungen bei der Zielerreichung informiert und begleitet die strategische Weiterentwicklung.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Die ""Unternehmensleitung"" der Fröbel Bildung und Erziehung gGmbH setzt sich formal aus der Geschäftsführung und den 11 Bereichsleitungen (Prokurist:innen) zusammen. Strategische Ziele und deren Überwachung werden im Rahmen der jährlichen Wirtschaftsplanung und einer dauerhaften Kontrolle bspw. über SIV-Berichte oder auch Auslastungs- und Qualitätsstatistiken festgelegt und kontrolliert. Zudem erfolgt ein führunsrollenübergreifendes monatliches (inhaltliches und quantitatives) Berichtswesen.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
46,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","23","23","Die Angabe umfasst eine Erläuterung dazu, wie die Verwaltungs-, Leitungs- und Aufsichtsorgane die Verfügbarkeit geeigneter Fähigkeiten und Fachkenntnisse zur Überwachung von Nachhaltigkeitsaspekten feststellen,","","Fähigkeiten und Fachkenntnisse","Feststellung der Fähigkeiten und Fachkenntnisse","Zur Überwachung nachhaltigkeitsbezogener Aspekte stellen die Verwaltungs-, Leitungs- und Aufsichtsorgane von Fröbel sicher, dass geeignete fachliche Fähigkeiten verfügbar sind. Dies erfolgt durch die gezielte Einbindung interner Fachfunktionen sowie durch den Zugriff auf externe Expertise, sodass nachhaltigkeitsbezogene Fragestellungen sachgerecht eingeordnet und bewertet werden können.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Fachexpertise findet sich zudem in den jeweiligen Fachabteilungen bspw. in den Abteilungen BauProjektManagement (nachhaltiges Bauen, energetische Sanierungskonzepte etc.); Abteilung Einkauf (nachhaltiges Beschaffungswesen, Berichterstattung im Rahmen des LKSG etc.) und dem Facility Management (energieeffizienter Betrieb, Klimaanpassungsmaßnahmen etc.) sowie auch in anderen Fachabteilung u.a. Abteilung Fördermittel & Versicherungen  sowie in regionalen Verortungen wie den Fachberatern Küche.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
47,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","23","23 a","einschließlich des nachhaltigkeitsbezogenen Fachwissens, über das die Organe als solche entweder unmittelbar verfügen oder das sie nutzen können, z. B. durch den Zugang zu Sachverständigen oder Schulungen.","","Fähigkeiten und Fachkenntnisse","Welches nachhaltigkeitsbezogene Fachwissen kann aus den verschiedenen Organen oder durch Fortbildungen gewonnen werden? ","Nachhaltigkeitsbezogenes Fachwissen steht den Organen sowohl organisationsintern als auch über externe Unterstützung zur Verfügung. Intern bringen der Referent für Nachhaltigkeit sowie die Referentin für Bildung für nachhaltige Entwicklung (BNE) fachliche Kenntnisse zu ökologischen, sozialen und pädagogischen Nachhaltigkeitsthemen ein. Ergänzend greift Fröbel auf externe Beratung zurück, insbesondere durch die Zusammenarbeit mit der Nachhaltigkeitsagentur Planted, über die methodische und fachliche Unterstützung zu Nachhaltigkeits- und Klimathemen in Anspruch genommen wird.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Fachexpertise findet sich zudem in den jeweiligen Fachabteilungen bspw. in den Abteilungen BauProjektManagement (nachhaltiges Bauen, energetische Sanierungskonzepte etc.); Abteilung Einkauf (nachhaltiges Beschaffungswesen, Berichterstattung im Rahmen des LKSG etc.) und dem Facility Management (energieeffizienter Betrieb, Klimaanpassungsmaßnahmen etc.) sowie auch in anderen Fachabteilung u.a. Abteilung Fördermittel & Versicherungen  sowie in regionalen Verortungen wie den Fachberatern Küche.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
48,"GOV-1","Die Rolle der Verwaltungs-, Management- und Aufsichtsorgane","23","23 b","Wie diese Fähigkeiten und Sachkenntnisse mit den wesentlichen Auswirkungen, Risiken und Chancen des Unternehmens zusammenhängen.","","Fähigkeiten und Fachkenntnisse","Wie hängt die Expertise mit den wesentlichen Auswirkungen, Risiken und Chancen zusammen?","Die verfügbaren Fähigkeiten und Fachkenntnisse sind unmittelbar auf die wesentlichen Auswirkungen, Risiken und Chancen der Fröbel Bildung und Erziehung gGmbH ausgerichtet. Sie wurden gezielt in die Durchführung der doppelten Wesentlichkeitsanalyse eingebunden und bildeten die fachliche Grundlage für die Identifikation und Bewertung der wesentlichen IROs. Auf dieser Basis werden nachhaltigkeitsbezogene Themen weiterentwickelt und im Rahmen der Unternehmenssteuerung sowie der Überwachung durch die Organe berücksichtigt.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen. Fachexpertise findet sich zudem in den jeweiligen Fachabteilungen bspw. in den Abteilungen BauProjektManagement (nachhaltiges Bauen, energetische Sanierungskonzepte etc.); Abteilung Einkauf (nachhaltiges Beschaffungswesen, Berichterstattung im Rahmen des LKSG etc.) und dem Facility Management (energieeffizienter Betrieb, Klimaanpassungsmaßnahmen etc.) sowie auch in anderen Fachabteilung u.a. Abteilung Fördermittel & Versicherungen  sowie in regionalen Verortungen wie den Fachberatern Küche.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
49,"GOV-2","Informationen an die Verwaltungs-, Management- und Aufsichtsorgane des Unternehmens und behandelte Nachhaltigkeitsthemen","26","26 a","Ob, durch wen und wie oft die Verwaltungs-, Leitungs- und Aufsichtsorgane einschließlich ihrer jeweiligen Ausschüsse über wesentliche Auswirkungen, Risiken und Chancen (siehe Angabepflicht IRO–1 – Beschreibung der Verfahren zur Ermittlung und Bewertung der wesentlichen Auswirkungen, Risiken und Chancen dieses Standards), die Umsetzung der Sorgfaltspflicht im Bereich Nachhaltigkeit und die Ergebnisse und Wirksamkeit der beschlossenen Strategien, Maßnahmen, Kennzahlen und Ziele informiert werden","Das Unternehmen gibt Folgendes an:","Informationen und Nachhaltigkeitsaspekte, mit denen sich die Verwaltungs-, Leitungs- und Aufsichtsorganen des Unternehmens befassen","Information der Verwaltungs-, Leitungs- und Aufsichtsorgane","Die Verwaltungs-, Leitungs- und Aufsichtsorgane von Fröbel werden über wesentliche Auswirkungen, Risiken und Chancen sowie über die Umsetzung der Sorgfaltspflicht im Bereich Nachhaltigkeit informiert.
Die Geschäftsführung erhält entsprechende Informationen im Rahmen der laufenden Unternehmenssteuerung sowie anlassbezogen in schriftlicher Form. Die inhaltliche Aufbereitung erfolgt unter Einbindung der zuständigen Fachfunktionen, insbesondere des Referenten für Nachhaltigkeit sowie der Referentin für Bildung für nachhaltige Entwicklung (BNE).
Im Rahmen seiner Aufsichtsfunktion gegenüber der Fröbel Bildung und Erziehung gGmbH wird der Aufsichtsrat des Fröbel e. V. schriftlich und anlassbezogen über wesentliche nachhaltigkeitsbezogene Themen, den Stand der Umsetzung beschlossener Strategien und Maßnahmen sowie über relevante Ergebnisse informiert.","","","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","Die Bearbeitung wird angenommen mit dem Hinweis auf die Umsetzung der Anforderungen des LKSG, sowie der aktiven politischen Ansprache in Bezug auf Stabilisierung der Finanzierungssysteme und Qualitätsstandards des frühkindlichen Bildungsbereichs sowie einen großen Transparenzoffensive zu Verlässlichkeit, Elternbefragung und Qualität.","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Nora Liewald (nora.liewald@froebel-gruppe.de)"
